id_buku,judul,pengarang,penerbit,tahun_terbit,fakultas_terkait,prodi_terkait,kategori,sinopsis,tags,bahasa,jenis_koleksi,jumlah_halaman,isbn,stok
BK01090,Pengantar Manajemen Keuangan,Luhung Mangunsong,Kencana Prenada,2006,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang administrasi dan operasional bisnis, strategi tata kelola perusahaan, serta efisiensi operasional organisasi bisnis. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","tata kelola perusahaan, operasional bisnis, administrasi bisnis, manajemen sumber daya manusia",Indonesia,Fisik,173,978-1-86718-153-8,4
BK01091,Pengantar Tata Kelola Perusahaan,Dinda Permadi,Kencana Prenada,2012,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang manajemen sumber daya manusia perusahaan, efisiensi operasional organisasi bisnis, serta strategi tata kelola perusahaan. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","administrasi bisnis, manajemen keuangan, tata kelola perusahaan, operasional bisnis",Inggris,Fisik,203,978-0-605-07918-2,0
BK01092,Pengantar Manajemen Pemasaran Edisi Ke-2,Mujur Yolanda,Elex Media Komputindo,2011,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini membahas secara mendalam tentang manajemen pemasaran produk dan jasa, membangun bisnis rintisan startup, serta pengembangan bisnis digital. Membantu pembaca membangun pemahaman konseptual maupun praktis.","manajemen pemasaran, startup, e-commerce, bisnis digital",Indonesia,Fisik,274,978-1-83452-734-5,7
BK01093,Strategi Bisnis Startup,"Irsad Waskita, S.Farm",PT Grasindo,2016,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini menyajikan kajian komprehensif mengenai pengembangan bisnis digital, perencanaan strategi pemasaran, serta strategi kewirausahaan dan inovasi bisnis. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","strategi pemasaran, e-commerce, manajemen pemasaran, kewirausahaan",Indonesia,Fisik,433,978-0-7071-5879-2,5
BK01094,Strategi Pemasaran: Konsep dan Aplikasi,Ina Mandasari,Nuha Medika,2010,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini menyajikan kajian komprehensif mengenai manajemen pemasaran produk dan jasa, pengembangan bisnis digital, serta membangun bisnis rintisan startup. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","pemasaran, bisnis digital, startup, e-commerce",Inggris,Fisik,283,978-0-8031-4998-4,2
BK01095,Strategi Bisnis Startup Edisi Terbaru,"Maras Sihotang, Alika Nasyidah, S.Ked",Salemba Empat,2010,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini mengulas berbagai aspek penting dari manajemen pemasaran produk dan jasa, membangun bisnis rintisan startup, serta strategi kewirausahaan dan inovasi bisnis. Membantu pembaca membangun pemahaman konseptual maupun praktis.","bisnis digital, manajemen pemasaran, strategi pemasaran, kewirausahaan",Indonesia,Fisik,156,978-1-63580-688-5,5
BK01096,Pengantar Kewirausahaan Edisi Ke-3,"R. Oni Uwais, S.Gz",Deepublish,2018,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang manajemen pemasaran produk dan jasa, perencanaan strategi pemasaran, serta strategi kewirausahaan dan inovasi bisnis. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","startup, e-commerce, strategi pemasaran, bisnis digital",Indonesia,E-book,511,978-0-7235-1373-5,9999
BK01097,Dasar-Dasar Strategi Pemasaran,Hj. Rahmi Budiman,Kencana Prenada,2008,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini menyajikan kajian komprehensif mengenai membangun bisnis rintisan startup, pengembangan bisnis digital, serta strategi kewirausahaan dan inovasi bisnis. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","manajemen pemasaran, strategi pemasaran, startup, kewirausahaan",Indonesia,Fisik,259,978-1-314-03526-1,8
BK01098,Pengantar Kewirausahaan,"R.A. Kasiyah Wacana, S.Gz, Caket Rahimah",UI Press,2008,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini mengulas berbagai aspek penting dari strategi kewirausahaan dan inovasi bisnis, pengembangan bisnis digital, serta perencanaan strategi pemasaran. Membantu pembaca membangun pemahaman konseptual maupun praktis.","e-commerce, pemasaran, kewirausahaan, startup",Indonesia,Fisik,398,978-1-69434-606-3,6
BK01099,Bisnis Digital: Konsep dan Aplikasi,"drg. Keisha Setiawan, S.Kom, Dr. Hafshah Rahimah, S.Ked",Gramedia Pustaka Utama,2009,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini mengulas berbagai aspek penting dari pengembangan bisnis digital, strategi kewirausahaan dan inovasi bisnis, serta manajemen pemasaran produk dan jasa. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","strategi pemasaran, kewirausahaan, e-commerce, manajemen pemasaran",Indonesia,Fisik,210,978-0-7231-1127-6,8
BK01100,Bisnis Startup: Konsep dan Aplikasi,Cemplunk Nasyiah,Informatika Bandung,2024,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini mengulas berbagai aspek penting dari pengembangan bisnis digital, perencanaan strategi pemasaran, serta membangun bisnis rintisan startup. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","strategi pemasaran, manajemen pemasaran, bisnis digital, e-commerce",Indonesia,Fisik,271,978-0-464-84494-5,2
BK01101,Membangun Manajemen Pemasaran,Prabawa Lazuardi,Deepublish,2014,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini membahas secara mendalam tentang manajemen pemasaran produk dan jasa, strategi kewirausahaan dan inovasi bisnis, serta membangun bisnis rintisan startup. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","pemasaran, e-commerce, kewirausahaan, startup",Indonesia,E-book,231,978-0-18-732807-4,9999
BK01102,Strategi Strategi Pemasaran,Cici Kusumo,Alfabeta,2024,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang perencanaan strategi pemasaran, membangun bisnis rintisan startup, serta strategi kewirausahaan dan inovasi bisnis. Membantu pembaca membangun pemahaman konseptual maupun praktis.","strategi pemasaran, startup, kewirausahaan, e-commerce",Indonesia,E-book,202,978-0-621-13695-1,9999
BK01103,Dasar-Dasar Bisnis Startup Edisi Ke-2,Ulya Megantara,Graha Ilmu,2010,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini mengulas berbagai aspek penting dari strategi kewirausahaan dan inovasi bisnis, membangun bisnis rintisan startup, serta perencanaan strategi pemasaran. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","bisnis digital, e-commerce, kewirausahaan, pemasaran",Indonesia,E-book,322,978-0-8335-0902-4,9999
BK01104,Dasar-Dasar Kewirausahaan,"Zelda Ramadan, Gara Hariyah",Deepublish,2022,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini membahas secara mendalam tentang membangun bisnis rintisan startup, manajemen pemasaran produk dan jasa, serta pengembangan bisnis digital. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","e-commerce, pemasaran, manajemen pemasaran, startup",Inggris,E-book,207,978-0-662-48132-4,9999
BK01105,Dasar-Dasar Strategi Pemasaran,"Dagel Sitorus, M.M.",PT Grasindo,2024,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini menyajikan kajian komprehensif mengenai manajemen pemasaran produk dan jasa, membangun bisnis rintisan startup, serta pengembangan bisnis digital. Membantu pembaca membangun pemahaman konseptual maupun praktis.","pemasaran, bisnis digital, startup, e-commerce",Indonesia,Fisik,537,978-1-139-84822-0,7
BK01106,Dasar-Dasar Bisnis Startup,"Tgk. Asmianto Kusumo, Atmaja Wasita, M.TI.",Bumi Aksara,2022,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini menyajikan kajian komprehensif mengenai perencanaan strategi pemasaran, membangun bisnis rintisan startup, serta strategi kewirausahaan dan inovasi bisnis. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","startup, strategi pemasaran, bisnis digital, pemasaran",Indonesia,Fisik,158,978-0-550-21306-8,3
BK01107,Membangun Manajemen Pemasaran Edisi Ke-2,Kardi Hakim,Pustaka Pelajar,2021,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini dirancang sebagai panduan untuk memahami pengembangan bisnis digital, manajemen pemasaran produk dan jasa, serta perencanaan strategi pemasaran. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","pemasaran, kewirausahaan, strategi pemasaran, e-commerce",Indonesia,E-book,511,978-0-309-81079-1,9999
BK01108,Strategi Pemasaran: Konsep dan Aplikasi,"Harsana Suryono, M.Ak, Mila Prakasa",Salemba Empat,2007,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini mengulas berbagai aspek penting dari strategi kewirausahaan dan inovasi bisnis, membangun bisnis rintisan startup, serta pengembangan bisnis digital. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","kewirausahaan, bisnis digital, manajemen pemasaran, pemasaran",Inggris,E-book,347,978-1-57727-853-5,9999
BK01109,Dasar-Dasar Strategi Pemasaran,Edison Uyainah,Salemba Empat,2005,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang membangun bisnis rintisan startup, pengembangan bisnis digital, serta manajemen pemasaran produk dan jasa. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","manajemen pemasaran, strategi pemasaran, bisnis digital, pemasaran",Inggris,Fisik,308,978-1-4250-6420-4,6
BK01110,Pengantar Bisnis Startup,Laras Namaga,Deepublish,2023,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini dirancang sebagai panduan untuk memahami manajemen pemasaran produk dan jasa, pengembangan bisnis digital, serta perencanaan strategi pemasaran. Membantu pembaca membangun pemahaman konseptual maupun praktis.","kewirausahaan, pemasaran, manajemen pemasaran, bisnis digital",Indonesia,Fisik,234,978-1-253-66677-9,4
BK01111,Dasar-Dasar Strategi Pemasaran,Kayla Hariyah,Bumi Aksara,2018,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini dirancang sebagai panduan untuk memahami pengembangan bisnis digital, perencanaan strategi pemasaran, serta strategi kewirausahaan dan inovasi bisnis. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","strategi pemasaran, e-commerce, kewirausahaan, bisnis digital",Indonesia,Fisik,413,978-1-56283-333-6,6
BK01112,Dasar-Dasar Bisnis Startup Edisi Terbaru,R.A. Titi Wahyuni,Elex Media Komputindo,2021,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini mengulas berbagai aspek penting dari membangun bisnis rintisan startup, pengembangan bisnis digital, serta manajemen pemasaran produk dan jasa. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","startup, bisnis digital, manajemen pemasaran, strategi pemasaran",Indonesia,Fisik,330,978-1-86543-627-2,7
BK01113,Strategi Strategi Pemasaran,Kemba Yulianti,Bumi Aksara,2013,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini dirancang sebagai panduan untuk memahami perencanaan strategi pemasaran, pengembangan bisnis digital, serta membangun bisnis rintisan startup. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","pemasaran, bisnis digital, strategi pemasaran, kewirausahaan",Indonesia,Fisik,525,978-1-960335-82-1,2
BK01114,Dasar-Dasar Bisnis Digital,"Harjo Maryati, S.Farm, Wardaya Handayani",Erlangga,2022,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang perencanaan strategi pemasaran, strategi kewirausahaan dan inovasi bisnis, serta manajemen pemasaran produk dan jasa. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","kewirausahaan, pemasaran, bisnis digital, startup",Indonesia,E-book,211,978-0-692-49269-7,9999
BK01115,Membangun Bisnis Digital,"KH. Dalimin Maryadi, S.Farm, Nadia Prasasta",Kencana Prenada,2022,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini mengulas berbagai aspek penting dari strategi kewirausahaan dan inovasi bisnis, pengembangan bisnis digital, serta manajemen pemasaran produk dan jasa. Membantu pembaca membangun pemahaman konseptual maupun praktis.","pemasaran, kewirausahaan, strategi pemasaran, e-commerce",Inggris,Fisik,546,978-1-59980-111-7,1
BK01116,Manajemen Pemasaran: Konsep dan Aplikasi Edisi Terbaru,Adika Habibi,UI Press,2008,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang strategi kewirausahaan dan inovasi bisnis, pengembangan bisnis digital, serta perencanaan strategi pemasaran. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","kewirausahaan, e-commerce, startup, pemasaran",Indonesia,Fisik,303,978-0-553-23415-2,6
BK01117,Dasar-Dasar Bisnis Startup,dr. Restu Hassanah,Gramedia Pustaka Utama,2020,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini membahas secara mendalam tentang perencanaan strategi pemasaran, membangun bisnis rintisan startup, serta pengembangan bisnis digital. Membantu pembaca membangun pemahaman konseptual maupun praktis.","e-commerce, bisnis digital, strategi pemasaran, manajemen pemasaran",Indonesia,E-book,361,978-1-244-18222-6,9999
BK01118,Kewirausahaan: Konsep dan Aplikasi Edisi Ke-2,Devi Nasyidah,Erlangga,2024,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini mengulas berbagai aspek penting dari pengembangan bisnis digital, membangun bisnis rintisan startup, serta manajemen pemasaran produk dan jasa. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","startup, kewirausahaan, e-commerce, pemasaran",Inggris,Fisik,260,978-0-88743-127-2,5
BK01119,Membangun Strategi Pemasaran,Perkasa Gunarto,Informatika Bandung,2024,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini mengulas berbagai aspek penting dari manajemen pemasaran produk dan jasa, strategi kewirausahaan dan inovasi bisnis, serta membangun bisnis rintisan startup. Membantu pembaca membangun pemahaman konseptual maupun praktis.","manajemen pemasaran, kewirausahaan, bisnis digital, pemasaran",Inggris,Fisik,281,978-1-76720-957-8,6
BK01120,Pengantar Manajemen Pemasaran Edisi Revisi,Ir. Elvina Hassanah,Bumi Aksara,2017,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini mengulas berbagai aspek penting dari strategi kewirausahaan dan inovasi bisnis, pengembangan bisnis digital, serta manajemen pemasaran produk dan jasa. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","pemasaran, startup, manajemen pemasaran, bisnis digital",Indonesia,E-book,522,978-1-955151-22-1,9999
BK01121,Strategi Bisnis Startup Edisi Terbaru,Tgk. Shania Wijaya,Graha Ilmu,2014,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini membahas secara mendalam tentang pengembangan bisnis digital, strategi kewirausahaan dan inovasi bisnis, serta manajemen pemasaran produk dan jasa. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","kewirausahaan, pemasaran, strategi pemasaran, startup",Indonesia,Fisik,172,978-0-354-15970-8,2
BK01122,Dasar-Dasar Manajemen Pemasaran,Ir. Lidya Narpati,Kencana Prenada,2013,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini menyajikan kajian komprehensif mengenai manajemen pemasaran produk dan jasa, perencanaan strategi pemasaran, serta membangun bisnis rintisan startup. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","kewirausahaan, e-commerce, bisnis digital, pemasaran",Indonesia,E-book,284,978-1-384-80752-2,9999
BK01123,Membangun Bisnis Digital Edisi Ke-3,"Martaka Permadi, Ina Saptono, M.M.",UI Press,2020,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini dirancang sebagai panduan untuk memahami strategi kewirausahaan dan inovasi bisnis, perencanaan strategi pemasaran, serta membangun bisnis rintisan startup. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","e-commerce, manajemen pemasaran, pemasaran, startup",Indonesia,Fisik,154,978-1-04-715802-2,0
BK01124,Dasar-Dasar Bisnis Startup,"Ir. Ajeng Pertiwi, S.Ked, Kezia Pangestu",UI Press,2012,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini mengulas berbagai aspek penting dari perencanaan strategi pemasaran, membangun bisnis rintisan startup, serta manajemen pemasaran produk dan jasa. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","manajemen pemasaran, strategi pemasaran, kewirausahaan, e-commerce",Indonesia,Fisik,515,978-1-60465-586-5,2
BK01125,Bisnis Startup: Konsep dan Aplikasi,Titin Siregar,Alfabeta,2011,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini dirancang sebagai panduan untuk memahami pengembangan bisnis digital, membangun bisnis rintisan startup, serta perencanaan strategi pemasaran. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","manajemen pemasaran, kewirausahaan, bisnis digital, startup",Indonesia,E-book,224,978-1-4837-4417-9,9999
