,id_transaksi,id_user,id_buku,tanggal_pinjam,tanggal_kembali_rencana,tanggal_kembali_aktual,status,lama_waktu_pinjam(hari),judul,pengarang,penerbit,tahun_terbit,fakultas_terkait,prodi_terkait,kategori,sinopsis,tags,bahasa,jenis_koleksi,jumlah_halaman,isbn,stok
1071,TRX002857,USR00063,BK00270,2023-07-30,2023-08-13,2023-08-18,Terlambat,19.0,Pengantar SQL Server Relasional Edisi Terbaru,Bakti Hardiansyah,Deepublish,2023,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini memberikan pemahaman menyeluruh tentang query dan manipulasi data, normalisasi data, serta arsitektur data warehouse. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","database, data warehouse, basis data, normalisasi",Indonesia,Fisik,494,978-1-205-06149-2,7
1072,TRX002862,USR00258,BK00164,2025-09-20,2025-10-04,2025-10-10,Terlambat,20.0,Dasar-Dasar Kriptografi,"Emin Purnawati, Puti Juli Suryono",Erlangga,2016,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini memberikan pemahaman menyeluruh tentang audit keamanan sistem, keamanan jaringan komputer, serta protokol komunikasi data. Membantu pembaca membangun pemahaman konseptual maupun praktis.","keamanan siber, cyber security, protokol jaringan, firewall",Inggris,E-book,205,978-1-287-43152-7,9999
1073,TRX002865,USR00256,BK01359,2024-08-09,2024-08-23,2024-08-26,Terlambat,17.0,Strategi Komunikasi Digital,Jelita Hartati,Pustaka Pelajar,2018,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini membahas secara mendalam tentang produksi berita di media digital, jurnalisme online kontemporer, serta etika jurnalistik di era digital. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","media digital, produksi berita, jurnalistik, konten kreator",Indonesia,Fisik,157,978-0-7152-3867-7,4
1074,TRX002868,USR00236,BK00158,2023-05-05,2023-05-19,2023-05-25,Terlambat,20.0,Membangun Ethical Hacking yang Aman,Febi Prayoga,Kencana Prenada,2009,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini memberikan pemahaman menyeluruh tentang sistem enkripsi, protokol komunikasi data, serta ancaman siber. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","keamanan siber, jaringan komputer, enkripsi, hacking etis",Indonesia,E-book,163,978-1-344-37575-7,9999
1075,TRX002873,USR00282,BK00868,2023-06-07,2023-06-21,2023-06-23,Terlambat,16.0,Pengantar Media Interaktif,"Farhunnisa Maryati, S.E.I",Gramedia Pustaka Utama,2017,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Fotografi & Multimedia,"Buku ini dirancang sebagai panduan untuk memahami animasi dan motion graphic, teknik pengambilan gambar fotografi, serta produksi konten multimedia digital. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","fotografi, multimedia, editing visual, motion graphic",Indonesia,E-book,174,978-0-324-40793-8,9999
1076,TRX002874,USR00248,BK01194,2024-12-12,2024-12-26,2025-01-01,Terlambat,20.0,Dasar-Dasar Psikologi Perkembangan,Indah Hariyah,Nuha Medika,2007,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini membahas secara mendalam tentang dinamika interaksi sosial manusia, intervensi psikoterapi klinis, serta perilaku dan proses mental manusia. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","kepribadian, kesehatan mental, psikologi sosial, perkembangan manusia",Indonesia,Fisik,355,978-1-895478-76-1,3
1077,TRX002875,USR00178,BK00423,2024-01-30,2024-02-13,2024-02-14,Terlambat,15.0,Studi Keselamatan dan Kesehatan Kerja di Industri Edisi Ke-2,H. Baktiadi Sihotang,UI Press,2008,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Ergonomi & Rantai Pasok,"Buku ini memberikan pemahaman menyeluruh tentang pengendalian persediaan barang, analisis ergonomi tempat kerja, serta optimalisasi jaringan logistik. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","ergonomi, manajemen persediaan, rantai pasok, analisis beban kerja",Indonesia,Fisik,387,978-0-238-78003-5,2
1078,TRX002876,USR00375,BK00924,2024-05-13,2024-05-27,2024-05-28,Terlambat,15.0,Pengantar Motion Graphic,"Prayoga Hidayanto, S.Psi, Ian Januar",Erlangga,2016,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Fotografi & Multimedia,"Buku ini menyajikan kajian komprehensif mengenai editing visual dan videografi, teknik pengambilan gambar fotografi, serta produksi konten multimedia digital. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","media interaktif, fotografi, multimedia, motion graphic",Indonesia,Fisik,459,978-0-8003-2963-1,5
1079,TRX002882,USR00360,BK00037,2023-01-10,2023-01-24,2023-01-26,Terlambat,16.0,Belajar Struktur Data dari Nol,"Wulan Narpati, Bakiadi Suryono, M.TI.",Andi Publisher,2005,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Pemrograman & Algoritma,"Buku ini memberikan pemahaman menyeluruh tentang efisiensi algoritma, logika pemrograman, serta pemecahan masalah komputasional. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","java, logika komputasi, kompleksitas, coding",Indonesia,Fisik,327,978-0-343-32003-4,3
1080,TRX002885,USR00196,BK00498,2023-01-03,2023-01-17,2023-01-23,Terlambat,20.0,Panduan Keperawatan Jiwa Edisi Ke-3,"Baktianto Usamah, drg. Victoria Manullang",Andi Publisher,2020,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini dirancang sebagai panduan untuk memahami asuhan keperawatan pasien, komunikasi terapeutik perawat, serta manajemen perawatan pasien. Membantu pembaca membangun pemahaman konseptual maupun praktis.","keperawatan gawat darurat, asuhan keperawatan, keperawatan anak, keperawatan medikal bedah",Indonesia,Fisik,457,978-1-100-21946-2,1
1081,TRX002887,USR00114,BK01286,2024-05-16,2024-05-30,2024-06-03,Terlambat,18.0,Memahami Media Sosial dan Masyarakat Edisi Terbaru,Bakiman Ramadan,Elex Media Komputindo,2012,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Komunikasi & Media,"Buku ini membahas secara mendalam tentang hubungan masyarakat dan citra publik, jurnalisme di era digital, serta strategi media dan publikasi. Membantu pembaca membangun pemahaman konseptual maupun praktis.","media sosial, jurnalistik, public relations, media digital",Indonesia,E-book,430,978-0-7482-0736-7,9999
1082,TRX002892,USR00080,BK00347,2023-08-31,2023-09-14,2023-09-20,Terlambat,20.0,Optimalisasi Manajemen Kualitas,dr. Garan Situmorang,Erlangga,2016,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini membahas secara mendalam tentang efisiensi tata letak fasilitas pabrik, manajemen kualitas dan produktivitas, serta perencanaan dan pengendalian produksi. Membantu pembaca membangun pemahaman konseptual maupun praktis.","tata letak pabrik, perencanaan produksi, six sigma, teknik industri",Indonesia,Fisik,307,978-1-908272-31-7,7
1083,TRX002899,USR00185,BK00756,2025-11-10,2025-11-24,2025-11-28,Terlambat,18.0,Keperawatan Komprehensif: Praktik Klinis Lanjutan,H. Virman Wibisono,Deepublish,2015,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai etika dan profesionalisme keperawatan, residensi dan pembelajaran klinik lanjutan, serta praktik klinik keperawatan profesional. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","evidence based practice, kompetensi ners, keperawatan komprehensif, residensi keperawatan",Inggris,E-book,341,978-0-10-225803-5,9999
1084,TRX002903,USR00150,BK01208,2023-01-07,2023-01-21,2023-01-25,Terlambat,18.0,Konsep Psikologi Kepribadian Modern Edisi Terbaru,"T. Danang Wulandari, M.Kom.",Pustaka Pelajar,2011,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini mengulas berbagai aspek penting dari dinamika interaksi sosial manusia, gangguan psikologis dan penanganannya, serta perkembangan kepribadian individu. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","perkembangan manusia, psikologi sosial, kesehatan mental, psikologi klinis",Indonesia,E-book,503,978-1-5078-9679-2,9999
1085,TRX002906,USR00150,BK01201,2023-10-25,2023-11-08,2023-11-09,Terlambat,15.0,Psikologi Klinis: Teori dan Aplikasi,"Mutia Pudjiastuti, Tgk. Oni Purnawati",Nuha Medika,2009,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini menyajikan kajian komprehensif mengenai gangguan psikologis dan penanganannya, intervensi psikoterapi klinis, serta dinamika interaksi sosial manusia. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","kepribadian, psikologi, psikologi klinis, kesehatan mental",Indonesia,Fisik,150,978-0-406-79176-4,2
1086,TRX002907,USR00101,BK00358,2024-04-08,2024-04-22,2024-04-27,Terlambat,19.0,Perancangan Manajemen Kualitas Edisi Terbaru,"Padmi Utama, Tgk. Sabrina Widodo",Deepublish,2011,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini dirancang sebagai panduan untuk memahami optimalisasi proses produksi, perencanaan dan pengendalian produksi, serta manajemen kualitas dan produktivitas. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","perencanaan produksi, six sigma, produktivitas, tata letak pabrik",Inggris,Fisik,403,978-1-887258-87-6,7
1087,TRX002911,USR00096,BK01222,2024-02-21,2024-03-06,2024-03-10,Terlambat,18.0,Memahami Psikologi Kepribadian Edisi Ke-2,Caket Budiyanto,Deepublish,2010,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini dirancang sebagai panduan untuk memahami perilaku dan proses mental manusia, dinamika interaksi sosial manusia, serta intervensi psikoterapi klinis. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","psikologi klinis, kepribadian, kesehatan mental, psikoterapi",Indonesia,Fisik,506,978-1-4767-7537-1,1
1088,TRX002912,USR00131,BK00746,2024-10-02,2024-10-16,2024-10-22,Terlambat,20.0,Pembelajaran Klinik Keperawatan Komprehensif,"Kamal Hakim, Paiman Suwarno",PT Grasindo,2018,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini membahas secara mendalam tentang kompetensi ners dalam asuhan pasien, penerapan evidence-based practice, serta etika dan profesionalisme keperawatan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","keperawatan komprehensif, kompetensi ners, evidence based practice, residensi keperawatan",Indonesia,Fisik,538,978-0-682-77881-7,7
1089,TRX002913,USR00276,BK01356,2025-05-31,2025-06-14,2025-06-15,Terlambat,15.0,Praktik Produksi Berita,R. Jane Purnawati,Bumi Aksara,2023,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini menyajikan kajian komprehensif mengenai etika jurnalistik di era digital, produksi berita di media digital, serta strategi konten media sosial. Membantu pembaca membangun pemahaman konseptual maupun praktis.","produksi berita, media sosial, media digital, jurnalistik",Indonesia,Fisik,322,978-1-908984-36-4,4
1090,TRX002917,USR00325,BK00551,2024-08-24,2024-09-07,2024-09-08,Terlambat,15.0,Keperawatan Jiwa: Teori dan Praktik Klinis,"Anggabaya Nugroho, Ir. Satya Sihombing",Andi Publisher,2011,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini dirancang sebagai panduan untuk memahami penanganan kondisi darurat medis, komunikasi terapeutik perawat, serta asuhan keperawatan pasien. Membantu pembaca membangun pemahaman konseptual maupun praktis.","praktik klinis, keperawatan anak, keperawatan medikal bedah, keperawatan gawat darurat",Indonesia,Fisik,460,978-1-62467-197-5,5
1091,TRX002918,USR00152,BK00452,2023-08-09,2023-08-23,2023-08-29,Terlambat,20.0,Manajemen Logistik: Konsep dan Praktik,Karna Sihombing,Kencana Prenada,2019,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Ergonomi & Rantai Pasok,"Buku ini menyajikan kajian komprehensif mengenai keselamatan dan kesehatan kerja industri, analisis ergonomi tempat kerja, serta optimalisasi jaringan logistik. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","k3, logistik, supply chain, analisis beban kerja",Inggris,Fisik,276,978-0-503-17807-9,6
1092,TRX002922,USR00144,BK00090,2023-08-01,2023-08-15,2023-08-22,Terlambat,21.0,Konsep Dasar Computer Vision,Ika Nainggolan,Pustaka Pelajar,2010,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini memberikan pemahaman menyeluruh tentang jaringan saraf tiruan, otomatisasi cerdas, serta prediksi berbasis data. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","big data, data science, machine learning, artificial intelligence",Inggris,Fisik,528,978-1-139-00532-6,8
1093,TRX002924,USR00255,BK00757,2025-02-16,2025-03-02,2025-03-04,Terlambat,16.0,Modul Profesi Ners,Mustika Siregar,Kencana Prenada,2019,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini memberikan pemahaman menyeluruh tentang residensi dan pembelajaran klinik lanjutan, kompetensi ners dalam asuhan pasien, serta praktik klinik keperawatan profesional. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","kompetensi ners, praktik klinis ners, residensi keperawatan, keperawatan lanjutan",Indonesia,Fisik,281,978-0-674-47163-4,8
1094,TRX002925,USR00197,BK00382,2023-11-09,2023-11-23,2023-11-24,Terlambat,15.0,Dasar-Dasar Manajemen Operasi,"Gilda Wijayanti, S.T.",Alfabeta,2005,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini mengulas berbagai aspek penting dari perancangan sistem kerja industri, optimalisasi proses produksi, serta efisiensi tata letak fasilitas pabrik. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","efisiensi kerja, manajemen kualitas, tata letak pabrik, six sigma",Indonesia,E-book,401,978-0-261-11780-8,9999
1095,TRX002927,USR00147,BK00956,2024-02-01,2024-02-15,2024-02-20,Terlambat,19.0,Pencahayaan Ruang: Konsep dan Aplikasi Edisi Ke-2,"Kasiyah Nugroho, Ajeng Napitupulu, M.M.",Bumi Aksara,2012,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini menyajikan kajian komprehensif mengenai prinsip pencahayaan dan estetika ruang, konsep arsitektur ruang dalam modern, serta pemilihan material dan furnitur. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","furnitur, arsitektur ruang, material interior, desain interior",Indonesia,Fisik,150,978-0-09-451548-2,1
1096,TRX002932,USR00234,BK00992,2025-11-04,2025-11-18,2025-11-20,Terlambat,16.0,Pengantar Arsitektur Ruang Dalam,Mitra Pertiwi,UI Press,2020,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini menyajikan kajian komprehensif mengenai pemilihan material dan furnitur, ergonomi dalam desain ruang, serta prinsip pencahayaan dan estetika ruang. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","tata ruang, ergonomi ruang, furnitur, desain interior",Indonesia,E-book,397,978-1-85138-544-7,9999
1097,TRX002935,USR00313,BK00792,2023-11-23,2023-12-07,2023-12-11,Terlambat,18.0,Kreativitas dalam Desain Grafis,Raina Hakim,Nuha Medika,2012,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini mengulas berbagai aspek penting dari proses kreatif desain grafis, strategi branding melalui visual, serta prinsip visual dan tipografi. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","tipografi, branding, layout, ilustrasi",Indonesia,E-book,142,978-1-289-17756-0,9999
1098,TRX002937,USR00376,BK00545,2025-05-14,2025-05-28,2025-06-03,Terlambat,20.0,Panduan Keperawatan Anak Edisi Ke-3,"Joko Wulandari, S.IP",Pustaka Pelajar,2023,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini menyajikan kajian komprehensif mengenai komunikasi terapeutik perawat, manajemen perawatan pasien, serta prosedur klinis keperawatan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","keperawatan, asuhan keperawatan, keperawatan anak, keperawatan gawat darurat",Indonesia,Fisik,266,978-1-81126-691-5,6
1099,TRX002940,USR00340,BK00634,2024-06-25,2024-07-09,2024-07-15,Terlambat,20.0,Panduan Farmasi Komunitas Edisi Ke-2,Oni Mayasari,Graha Ilmu,2007,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini membahas secara mendalam tentang standar pelayanan farmasi profesional, pelayanan kefarmasian di rumah sakit, serta praktik farmasi klinis pasien. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","farmasi komunitas, teknologi farmasi, compounding obat, sediaan farmasi",Indonesia,E-book,152,978-0-405-78617-4,9999
1100,TRX002943,USR00267,BK00631,2024-06-06,2024-06-20,2024-06-22,Terlambat,16.0,Pengantar Kimia Farmasi,Aisyah Nuraini,Pustaka Pelajar,2016,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Farmakologi & Kefarmasian,"Buku ini memberikan pemahaman menyeluruh tentang efek samping dan dosis obat, pelayanan kefarmasian klinis, serta formulasi sediaan farmasi. Membantu pembaca membangun pemahaman konseptual maupun praktis.","formulasi obat, apoteker, obat, farmasi klinis",Indonesia,Fisik,232,978-1-4111-8242-4,1
1101,TRX002945,USR00202,BK01234,2025-05-14,2025-05-28,2025-05-30,Terlambat,16.0,Pengantar Psikologi Kepribadian,"Salimah Haryanto, Tgk. Wira Hakim, S.Farm",Informatika Bandung,2013,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini dirancang sebagai panduan untuk memahami perilaku dan proses mental manusia, gangguan psikologis dan penanganannya, serta dinamika interaksi sosial manusia. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","psikologi sosial, psikoterapi, kepribadian, psikologi",Indonesia,Fisik,370,978-1-267-05514-9,6
1102,TRX002946,USR00096,BK01003,2024-10-17,2024-10-31,2024-11-07,Terlambat,21.0,Material dan Furnitur: Konsep dan Aplikasi,"Nasrullah Sudiati, Kasusra Dongoran, M.M.",Gramedia Pustaka Utama,2014,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini membahas secara mendalam tentang prinsip pencahayaan dan estetika ruang, perancangan tata ruang interior, serta konsep arsitektur ruang dalam modern. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","desain interior, pencahayaan ruang, ergonomi ruang, arsitektur ruang",Inggris,E-book,285,978-0-460-56876-0,9999
1103,TRX002950,USR00358,BK01201,2025-12-13,2025-12-27,2026-01-01,Terlambat,19.0,Psikologi Klinis: Teori dan Aplikasi,"Mutia Pudjiastuti, Tgk. Oni Purnawati",Nuha Medika,2009,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini menyajikan kajian komprehensif mengenai gangguan psikologis dan penanganannya, intervensi psikoterapi klinis, serta dinamika interaksi sosial manusia. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","kepribadian, psikologi, psikologi klinis, kesehatan mental",Indonesia,Fisik,150,978-0-406-79176-4,2
